GENE,gene_name,gene,Phenotype,ALL_zscore,ALL_effect_size,ALL_P,ALL_var_g,ALL_pred_perf_r2,ALL_pred_perf_pval,ALL_n_snps_used,ALL_n_snps_in_cov,ALL_n_snps_in_model,CAU_zscore,CAU_effect_size,CAU_P,CAU_var_g,CAU_pred_perf_r2,CAU_pred_perf_pval,CAU_n_snps_used,CAU_n_snps_in_cov,CAU_n_snps_in_model,INTERVAL_zscore,INTERVAL_effect_size,INTERVAL_P,INTERVAL_var_g,INTERVAL_pred_perf_r2
SL000003_ENSG00000214274,SL000003,NA,breast_erneg,-0.284266084537825,-0.00555382475477968,0.776206475087561,0.244622580794782,0.326411490895927,3.11772334679812e-91,52,52,52,0.0256215829348129,0.00146610901080589,0.979559171027324,0.284153975091945,0.427419215454723,5.48334317601759e-56,40,40,40,NA,NA,NA,NA,NA
SL000006_ENSG00000106366,SL000006,NA,breast_erneg,-0.500991909253372,-0.0100414799601874,0.616376817022729,0.0110688169781452,0.0168080995446419,5.04608340613224e-05,18,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL000011_ENSG00000081051,SL000011,NA,breast_erneg,-1.56283212776921,-0.156124272179255,0.118092085257674,0.00751984755561744,0.0158385386388553,8.89516789801252e-05,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL000017_ENSG00000110799,SL000017,NA,breast_erneg,-0.507609682536106,-0.0400280040580357,0.611727098934761,0.00703476436859864,0.0125257512388598,0.000503405677865468,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL000045_ENSG00000146674,SL000045,IGFBP3.2571.12.3,breast_erneg,-0.556756469408764,-0.0239182192501065,0.577693829190157,0.0419791759792664,0.0586602970686475,1.53636733818153e-14,40,41,41,-0.686329801586505,-0.0242366743067277,0.492505160262662,0.0462077756733179,0.059875906279993,4.62909822022217e-07,41,41,41,0.459539831592087,0.0233026525962118,0.645846555397712,0.0243067507595995,0.0289982942691793
SL000049_ENSG00000184500,SL000049,NA,breast_erneg,1.49677806780159,0.079809652255576,0.134451014918368,0.0166381014818096,0.0136408528670456,0.000283125003647413,19,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL000051_ENSG00000132693,SL000051,CRP.4337.49.2,breast_erneg,0.158253711313033,0.0116059000824144,0.874256881441423,0.0070990610622698,0.0109700306841288,0.00113241360540298,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968661800477907,0.0672182295088295,0.332713957688096,0.0155435352240694,0.0165516612860975
SL000084_ENSG00000138798,SL000084,EGF.5509.7.3,breast_erneg,-0.814118391286058,-0.0361786133612884,0.415577130934583,0.0345266907927401,0.0334244086053272,9.87031552729604e-09,33,35,35,-0.0472039788012784,-0.00176575461552177,0.962350656434135,0.0334614847161764,0.0524600974582528,2.88337011392945e-06,23,23,23,-1.23104677204941,-0.066816825894013,0.218305371556372,0.0237590963382891,0.0299996774112889
SL000137_ENSG00000174808,SL000137,NA,breast_erneg,0.961084809392259,0.046402940994716,0.336509526944965,0.0433857129755511,0.0331123828011804,1.05637084931186e-08,46,48,48,-0.317988657737401,-0.0115737710383533,0.750493540539721,0.042634154078688,0.0559298940999427,1.14554495904017e-06,36,37,37,NA,NA,NA,NA,NA
SL000145_ENSG00000115590,SL000145,IL1R2.14133.93.3,breast_erneg,-0.476270833213417,-0.0160811350474256,0.633881441742421,0.114555035106097,0.144361070381022,1.59282562753527e-35,38,38,38,-0.00269357151262741,-1.57399453636191e-05,0.997850843475462,0.0633867275778374,0.110898862088617,3.4530480783147e-12,17,17,17,-0.443090469606966,-0.0140516947840606,0.657700298346089,0.0664228864884317,0.0827796314498563
SL000158_ENSG00000086205,SL000158,NA,breast_erneg,0.255052911930376,0.0222738415949514,0.798682232421282,0.00534202530772593,0.0154158811046863,0.000106976061999458,5,5,5,0.108339196610706,0.0108937757867844,0.913726631182646,0.0170822593663478,0.0199916446563545,0.00405251045290938,26,26,26,NA,NA,NA,NA,NA
SL000248_ENSG00000196136,SL000248,NA,breast_erneg,-0.0638198967846776,0.000442227033013201,0.949113635210309,0.0669751182912225,0.0488982436844814,3.44025505561937e-12,85,86,86,0.683193834226916,0.0389254233649976,0.494484368234069,0.0167126631885137,0.0504535080393907,4.55491153355665e-06,11,11,11,NA,NA,NA,NA,NA
SL000250_ENSG00000167711,SL000250,SERPINF2.3024.18.2,breast_erneg,-0.665912358364177,-0.0541350091487653,0.505467120807234,0.0101809127089577,0.0293383089848698,7.08693956707359e-08,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.201369481824404,-0.0249168383288661,0.84040967639778,0.0125315641791584,0.0107741936378771
SL000251_ENSG00000145192,SL000251,AHSG.3581.53.3,breast_erneg,-0.190223456468647,-0.0039648776108227,0.849134031091537,0.197862733525083,0.216001789311257,5.81911838431188e-55,69,72,72,-0.559093987206305,-0.012962302174283,0.57609757810778,0.122465257137639,0.231172262925319,2.21108725755966e-26,7,7,7,-0.384756278153859,-0.00814122169451869,0.700417994945761,0.147458291854463,0.181815402805024
SL000268_ENSG00000122194,SL000268,PLG.3710.49.2,breast_erneg,0.449614486707772,0.0341678961756276,0.652988440554583,0.0133640396937123,0.0143729627445749,0.000189465147191907,22,22,22,-0.375678526984467,-0.00995556288139443,0.707155903457442,0.0828046848474307,0.0411865639885201,3.57907639497174e-05,63,66,66,-0.701690622346433,-0.0274155397529544,0.482872122487046,0.0445123481278554,0.104773017202468
SL000271_ENSG00000135744,SL000271,NA,breast_erneg,-1.17967234372592,-0.05279381813424,0.238130557601432,0.0275400284225384,0.0209641602391439,5.82452383681395e-06,41,43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL000280_ENSG00000120053,SL000280,NA,breast_erneg,1.36380425456866,0.192804200909308,0.172629180903123,0.00515577169606505,0.0186643445432381,2.09422569568066e-05,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL000308_ENSG00000149131,SL000308,SERPING1.4479.14.2,breast_erneg,0.840102563435818,0.0138954496978173,0.400850882949196,0.200784520824626,0.251301133201497,2.39755707594904e-65,31,32,32,0.96947689299775,0.016271571409758,0.332307303739611,0.227012933015114,0.317773355220514,2.1901209538298e-38,20,23,23,0.993174542531162,0.0227551171567582,0.320624902211692,0.119339164594427,0.151813061730517
SL000316_ENSG00000224389,SL000316,NA,breast_erneg,0.381950015936837,0.0093215682234196,0.70249844028412,0.148792920477762,0.174363156044591,1.27871201706577e-43,84,92,92,-0.0227820257445486,-0.00122772523380731,0.981824145682306,0.17308751958082,0.170822012931183,9.30931703976799e-19,89,93,93,NA,NA,NA,NA,NA
SL000316_ENSG00000244731,SL000316,NA,breast_erneg,0.232475279078596,0.00532328080297873,0.81616888573702,0.167592275549539,0.199944940491208,6.53338741318318e-51,92,103,103,0.028832994293014,-0.000473109814119372,0.976997786172091,0.19858061510768,0.1548113803094,5.74947591038949e-17,111,116,116,NA,NA,NA,NA,NA
SL000318_ENSG00000224389,SL000318,NA,breast_erneg,-0.470570365942298,-0.0134195900454951,0.637947573883294,0.117185424733148,0.0583055004316284,1.98641102726794e-14,144,163,163,-0.941064556789959,-0.0264843578300815,0.34667177738822,0.083885355900112,0.0927524687783729,2.35434277576174e-10,51,54,54,NA,NA,NA,NA,NA
SL000318_ENSG00000244731,SL000318,NA,breast_erneg,-0.666463138400416,-0.0263004120093159,0.505115117312613,0.0610634087170729,0.0568947463143791,4.48454284351589e-14,77,80,80,-0.906360105906579,-0.0258193255107375,0.364745281278904,0.083978093434408,0.0805625282852535,3.15828627421843e-09,53,56,56,NA,NA,NA,NA,NA
SL000322_ENSG00000039537,SL000322,NA,breast_erneg,-0.0878062594555921,0.00208525810748835,0.930030662657994,0.0210196097424804,0.0163061210345668,6.89144281291129e-05,37,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL000323_ENSG00000112936,SL000323,NA,breast_erneg,0.252716316165717,0.00630747601987394,0.800487438587182,0.217771488496398,0.170088463016344,3.01072554494035e-42,134,147,147,1.14153454573058,0.0232302635622823,0.253647544594204,0.153880989103454,0.187312830972179,9.65161753166297e-21,61,62,62,NA,NA,NA,NA,NA
SL000324_ENSG00000176919,SL000324,NA,breast_erneg,-1.0969899176418,-0.0778321469117238,0.272645799552871,0.0152619491683216,0.01421466957833,0.000189501731254032,28,28,28,-1.47925434101779,-0.077959189493096,0.139072350957169,0.0247969736669742,0.0212837329076453,0.0030543190449893,42,42,42,NA,NA,NA,NA,NA
SL000342_ENSG00000121691,SL000342,CAT.3488.64.2,breast_erneg,-0.536430550808587,-0.0208573049696518,0.591661021784526,0.0567845322015562,0.04596160822353,1.37917340572431e-11,59,67,67,-0.717213508105799,-0.0451111543665442,0.473242365602545,0.0163634735403951,0.0381462140761136,6.09420094696761e-05,27,27,27,0.00778545240279202,6.07362913604208e-05,0.993788170482226,0.0156513302143271,0.0321179004304828
SL000343_ENSG00000164733,SL000343,CTSB.3061.61.2,breast_erneg,1.96116132666618,0.113890022727497,0.0498602066391504,0.0190937917371767,0.0390237047194984,5.51413591274573e-10,8,8,8,2.11688149477267,0.127997201093072,0.0342699065811365,0.0193260253969779,0.059903246040327,4.81751254021958e-07,12,12,12,1.58106014442994,0.0548037456344554,0.113864286489451,0.0599066744864529,0.0729540589537288
SL000344_ENSG00000117984,SL000344,NA,breast_erneg,0.384965755683354,0.0135117127075248,0.700262786950783,0.0278622809184308,0.0486091425572077,3.26113371237294e-12,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL000346_ENSG00000103811,SL000346,NA,breast_erneg,-1.69940013109752,-0.0635752840170508,0.0892438172964125,0.0474812760170239,0.0805564540997695,1.42382066778569e-19,17,17,17,-0.970286256282465,-0.0239857504312391,0.331903825974305,0.0973169850812344,0.131505227000206,1.47540214876907e-14,24,24,24,NA,NA,NA,NA,NA
SL000358_ENSG00000057593,SL000358,NA,breast_erneg,-1.53356047331224,-0.02217725139191,0.125137818685096,0.349739107954624,0.420025840534701,1.50007966130882e-127,33,33,33,-0.544052688790624,-0.00809655003180954,0.586405215971692,0.244899447841964,0.234375447476944,3.58719251193644e-27,83,84,84,NA,NA,NA,NA,NA
SL000360_ENSG00000126218,SL000360,F10.4878.3.1,breast_erneg,0.349207135423572,0.0183826175537786,0.726933809712603,0.0443317006578369,0.0405619545782267,2.0373462241714e-10,40,45,45,0.881419361070321,0.0486003685914405,0.378090882254919,0.0211798874825014,0.0503752126609629,4.04578643103182e-06,6,6,6,-0.770811980012143,-0.0338151720624271,0.440818385253529,0.0256512808926073,0.0394753530256829
SL000414_ENSG00000243649,SL000414,CFB.4129.72.1,breast_erneg,1.1842592125824,0.0258213546850407,0.236310469203862,0.128306826929778,0.16227382544953,6.30483020966332e-40,46,48,48,0.556358918464782,0.0144247384056732,0.577965516958466,0.0969145278519595,0.130278368911216,2.78641452105405e-14,46,48,48,2.11732242621255,0.0574926784778908,0.0342324928523006,0.0916080391948412,0.102852674751657
SL000415_ENSG00000000971,SL000415,CFH.4159.130.1,breast_erneg,-0.519351984580122,-0.0113311567642205,0.603515308211812,0.151929816386412,0.175632988099235,1.36080260477695e-43,32,34,34,-0.410049931294713,-0.0129928483594451,0.681769320153012,0.0671505860273954,0.127122136006318,4.3022510128212e-14,19,19,19,-0.360524046677734,-0.00978452976735693,0.718455277325258,0.0768310197181025,0.0949310873302244
SL000437_ENSG00000257017,SL000437,HP.3054.3.2,breast_erneg,0.338531556939712,0.00192450143664229,0.734962650399197,0.495070666897226,0.542276754916997,3.18185859326358e-187,133,142,142,0.764202469621298,0.00738962428159915,0.444746595088727,0.542894861374049,0.616408844460042,4.27203377149817e-103,73,73,73,1.17273602670438,0.0128386454473057,0.24090167939686,0.493737558745752,0.548901180503248
SL000448_ENSG00000106211,SL000448,NA,breast_erneg,-2.39041286927179,-0.10663724028438,0.0168294418838735,0.0426226593412391,0.0423901296081006,9.99026944755759e-11,42,49,49,-2.44536932400692,-0.16819682313715,0.0144703876523752,0.0134714666765946,0.0128368630356607,0.0208020310586783,17,17,17,NA,NA,NA,NA,NA
SL000456_ENSG00000125730,SL000456,NA,breast_erneg,-0.50318212132201,-0.0498709856137504,0.614836233606268,0.0065268298609783,0.0119792252306399,0.000628286062014995,15,15,15,0.522496782990393,0.0271361785937886,0.601324485742896,0.0474134441435339,0.0229597167775494,0.00206679018308486,53,54,54,NA,NA,NA,NA,NA
SL000474_ENSG00000172349,SL000474,IL16.2774.10.3,breast_erneg,3.72855492493922,0.141183971670777,0.000192580938189988,0.0849639466781828,0.122527496192939,4.25567206922232e-30,17,17,17,2.78250384206527,0.119924170369196,0.005394122662219,0.0405758787920267,0.106863221229028,1.01393124685555e-11,10,10,10,2.88457496441837,0.108203165360773,0.00391942431202117,0.064429897789022,0.0790400462588062
SL000496_ENSG00000012223,SL000496,LTF.2780.35.2,breast_erneg,-0.848114021664776,-0.0624939406916142,0.396374473470999,0.010898188016581,0.0164704656960441,6.57821168426418e-05,21,21,21,-0.605589617094919,-0.0417691668497619,0.544787298724062,0.0146830236032952,0.0112493482911384,0.0328535323922491,21,21,21,1.72042998412996,0.0599127563120009,0.0853543105632184,0.0526523875881605,0.104644859067867
SL000510_ENSG00000090382,SL000510,LYZ.4920.10.1,breast_erneg,-2.306904993044,-0.0526198080765037,0.0210601171249391,0.137779009740473,0.16738392592902,7.8663529282274e-43,46,46,46,-1.94816223998923,-0.0376283316895694,0.0513955534063697,0.182459611825574,0.228082576539745,4.09581442679634e-26,56,57,57,-1.55784009006194,-0.0396136257479236,0.119271159906834,0.112735983920371,0.139440740492096
SL000515_ENSG00000108700,SL000515,CCL8.2785.15.2,breast_erneg,-0.289321283003282,-0.00882524524593252,0.772335526947227,0.125127576042822,0.15184248570905,1.30903855634633e-37,46,46,46,-0.448060949010598,-0.0120274120359693,0.654109210201539,0.0946322779626754,0.147759769560056,1.40611418120626e-16,47,47,47,0.284280477479593,0.0301145437532757,0.776195445946805,0.0103091021733733,0.0148081108470688
SL000516_ENSG00000108688,SL000516,CCL7.4886.3.1,breast_erneg,-0.120850139689682,-0.00142598142407157,0.903809735373534,0.245369465653809,0.22552354575405,1.84249587830855e-57,111,117,117,-0.0181400948142289,-0.00221947653904553,0.985527092170421,0.230321900580047,0.24759424627478,8.66264113269941e-29,70,70,70,0.455054545721744,0.0131502454540223,0.649069997800564,0.101566406542486,0.13672262881805
SL000519_ENSG00000277632,SL000519,CCL3.3040.59.1,breast_erneg,-0.270682563791409,-0.00991607036628336,0.786635188419875,0.110764934356382,0.149657815582228,1.06427659331889e-36,33,34,34,-0.275287814765044,-0.00941581312743989,0.783095125357513,0.101793227778679,0.131967726701898,1.40122325781973e-14,27,27,27,-0.554593427256813,-0.0150569916737622,0.579172785766287,0.100219133125036,0.133594079951095
SL000521_ENSG00000196611,SL000521,NA,breast_erneg,-3.01450417255731,-0.0973578709698226,0.00257399670468488,0.065731018033784,0.0552922036720134,1.23130899920643e-13,46,46,46,-1.76223888222461,-0.0291548994153318,0.0780289452439975,0.211532024034631,0.105200459205542,1.05496851919108e-11,127,141,141,NA,NA,NA,NA,NA
SL000522_ENSG00000262406,SL000522,MMP12.4496.60.2,breast_erneg,1.47989736764929,0.0327129551829758,0.138900638304726,0.0848095852016886,0.0757659243950177,8.4857406726459e-19,71,77,77,1.74258249424665,0.0705469155413608,0.081406570074277,0.0330919496389942,0.0659000332119683,1.23732969830799e-07,10,10,10,1.79560138073098,0.0400083058748698,0.0725579361476014,0.113651549431903,0.137899863295102
SL000541_ENSG00000122194,SL000541,NA,breast_erneg,0.189899386779586,0.00519947683337491,0.849387973004946,0.0444919917338957,0.0488146463779019,3.59242188220647e-12,58,58,58,-0.349772651937322,-0.00917441189654384,0.726509324767578,0.0700062996338121,0.073646935200749,2.16519900892715e-08,38,41,41,NA,NA,NA,NA,NA
SL000545_ENSG00000164344,SL000545,NA,breast_erneg,-1.66177933725083,-0.0530591390408774,0.0965570267018201,0.0735979344869937,0.083104583771671,4.37784197962016e-20,44,44,44,-2.04385708366066,-0.0573292828243426,0.0409676679097787,0.0831776247622425,0.126895455309274,7.43250521419944e-14,75,75,75,NA,NA,NA,NA,NA
SL000550_ENSG00000188488,SL000550,NA,breast_erneg,-0.710015942917167,-0.0563004616157066,0.477694249705053,0.0117839806930774,0.012518014750192,0.000492937438163239,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL000560_ENSG00000174175,SL000560,SELP.4154.57.2,breast_erneg,-0.0797596181122177,-0.00121521737123055,0.936428442036007,0.0240593788922639,0.0106381229147404,0.00122725608011423,42,46,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.75093707462709,-0.0172959435846387,0.452690526619543,0.149565306969055,0.191565763632192
SL000563_ENSG00000271503,SL000563,NA,breast_erneg,-1.15417366490716,-0.113798947054129,0.248428977096847,0.00914713216600664,0.0142514691098172,0.000204664871377585,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL000572_ENSG00000173432,SL000572,SAA1.4336.2.1,breast_erneg,-0.614605095675465,-0.00972888466017956,0.538815548396976,0.463637353315123,0.520088488683615,2.00518783269312e-174,92,95,95,-0.278348925073365,-0.00434590752448691,0.780744522623366,0.319422667314058,0.462464105999474,5.38380775020609e-62,9,9,9,-0.572320622246948,-0.00610297531166726,0.567104781174428,0.536061318845099,0.55009947744438
SL000573_ENSG00000132703,SL000573,APCS.2474.54.5,breast_erneg,-0.485823181120717,-0.0457151853428885,0.627092537217108,0.00925847748839132,0.0166989792829476,5.30418745839056e-05,28,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.485348026656482,-0.0249845311763718,0.627429493059352,0.0260778381503761,0.0354936023206477
SL000613_ENSG00000122861,SL000613,PLAU.4158.54.2,breast_erneg,-1.02250411203738,-0.0482419918623452,0.306542367436047,0.0416074719724373,0.0456528572748777,1.88798101685209e-11,19,20,20,0.147254150849281,0.0116298525102136,0.882931420206788,0.0590425511005784,0.053545408094641,2.20510979219834e-06,45,45,45,-1.20003196458765,-0.0830507351780885,0.230126926527154,0.0136033694783446,0.0225741729990809
SL000616_ENSG00000109072,SL000616,VTN.13125.45.3,breast_erneg,0.481193734772502,0.0051343476753891,0.630378813288158,0.463781604042485,0.505986924473192,7.15347005711295e-168,39,39,39,0.531008723752988,0.00599506879108176,0.595412733898762,0.486291875566026,0.568097972895116,5.41669142537522e-87,38,39,39,0.759018965882644,0.00911289084849679,0.447841211497826,0.463013426714901,0.516035076450543
SL000622_ENSG00000198734,SL000622,NA,breast_erneg,-2.02590288879563,-0.0518899012126223,0.0427747371638348,0.102989801072151,0.0901210674975738,8.3983889798077e-22,81,84,84,-2.14234869417916,-0.0723713525498272,0.032165433158587,0.0537324076892122,0.0339937162940395,0.000129762663100569,55,57,57,NA,NA,NA,NA,NA
SL000645_ENSG00000166670,SL000645,MMP10.8479.4.3,breast_erneg,-0.565316599151591,-0.0239933298560597,0.57185844033286,0.0671446868902276,0.0259421922176271,4.88861130594105e-07,94,96,96,-2.02773703376538,-0.101472398138795,0.0425870937924438,0.0254297346238619,0.0455305756599198,1.35100449832013e-05,29,29,29,0.72717928151666,0.0306953278878423,0.467116136448231,0.0385060001077054,0.0676256343974418
SL000668_ENSG00000135218,SL000668,NA,breast_erneg,-0.852950988057961,-0.0486063173056195,0.393686484410872,0.0425192206264535,0.0312690460093258,3.02445307932261e-08,87,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL000678_ENSG00000115523,SL000678,GNLY.3195.50.2,breast_erneg,0.625443978944466,0.0130975352928407,0.531679705411247,0.234080419597492,0.279670371930222,1.24314049754695e-74,62,62,62,0.522743295145262,0.0117271377084677,0.601152904976818,0.129817438687664,0.220183891477872,7.44210835365635e-25,23,23,23,0.253403474497601,0.00470761695751157,0.799956443001584,0.201576650585444,0.238686046788954
SL001728_ENSG00000134853,SL001728,NA,breast_erneg,0.213622014122774,0.0213363241245065,0.830841830867741,0.0120969194982244,0.0148053327360585,0.000153840337569109,17,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL001777_ENSG00000101439,SL001777,NA,breast_erneg,-2.59169893297873,-0.0807941363041256,0.00955033081904575,0.0806918632329909,0.059307670762438,1.44578676023433e-14,81,96,96,-2.17345672011934,-0.0762108167900143,0.0297459598408957,0.065964875599124,0.04567729191932,1.18113082986299e-05,57,62,62,NA,NA,NA,NA,NA
SL001943_ENSG00000160712,SL001943,IL6R.4139.71.2,breast_erneg,-0.215002849712386,-0.00199559706382102,0.829765096767974,0.592905748172326,0.626023710310991,5.12299786463649e-243,64,66,66,-0.0572574630115247,-0.000618791570507914,0.954340104331297,0.660912702249929,0.70991484933727,1.19365233678655e-134,49,52,52,-0.210976522355344,-0.00219380710258848,0.832905591463952,0.579574491183586,0.633127508484198
SL001990_ENSG00000136689,SL001990,IL1RN.5353.89.2,breast_erneg,0.767404498876739,0.0310696202632198,0.442841054515899,0.0373556116799455,0.0638243329309875,1.17612081733509e-15,16,16,16,0.390541420622351,0.0217739297665195,0.696136232827388,0.0198470797054623,0.0129429929473691,0.021686152738415,18,19,19,0.19730754554055,0.0164181642124912,0.84358687492685,0.0111587258812723,0.0178812561095248
SL001997_ENSG00000115594,SL001997,NA,breast_erneg,-0.9636853070509,-0.0618779585046931,0.335203722922413,0.0178984144481693,0.0483698227628982,3.94757424669716e-12,29,32,32,0.652115837887911,0.054563070935145,0.514326447706486,0.00838046744705278,0.0269594537064592,0.000882400456685819,23,26,26,NA,NA,NA,NA,NA
SL002086_ENSG00000142748,SL002086,NA,breast_erneg,-1.66060618419129,-0.0739372416261759,0.0967925661434462,0.0497004051318738,0.028498895973071,1.27656909784653e-07,55,56,56,0.160195416845136,0.00836225571880672,0.872727139599407,0.0332493676880616,0.0303724838454586,0.000386682791991279,26,27,27,NA,NA,NA,NA,NA
SL002508_ENSG00000137496,SL002508,NA,breast_erneg,-1.06340566168945,-0.338181193036646,0.287598026339545,0.000798822109216179,0.0822913626754175,3.20133771505802e-20,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL002525_ENSG00000166278,SL002525,NA,breast_erneg,0.510414109543832,0.0145729467337745,0.609761374016977,0.112200765994912,0.0533398990377799,2.35635448721855e-13,151,171,171,-0.969093865860074,-0.0234048500495767,0.332498357988979,0.0923486107546271,0.102741760782397,1.26622038429721e-11,75,82,82,NA,NA,NA,NA,NA
SL002528_ENSG00000188257,SL002528,PLA2G2A.2692.74.2,breast_erneg,-1.06940840752389,-0.0208575884019826,0.284885680523429,0.15182033757581,0.215786713782618,5.76172942622573e-55,27,27,27,-1.0583998507206,-0.0191912351059585,0.289873187479676,0.189478733463792,0.272934606533461,2.30565880040177e-31,49,49,49,-0.795797299553644,-0.0121360207148383,0.426149861594188,0.306196002983529,0.347197946796082
SL002662_ENSG00000088926,SL002662,NA,breast_erneg,-0.906420968067585,-0.0265196996459601,0.36471307864021,0.0972790492263266,0.111913266433811,3.61782466084395e-27,61,63,63,-0.151560179413929,-0.00378803777463363,0.87953384271882,0.056160106742656,0.120745026032298,2.42220990914304e-13,11,14,14,NA,NA,NA,NA,NA
SL002704_ENSG00000105894,SL002704,PTN.3045.72.2,breast_erneg,0.673336865192432,0.0447898641765327,0.500733004486521,0.0159318725231343,0.0351804831567566,4.07177858082048e-09,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.506523407462868,0.0341652831012807,0.612489261695004,0.013488387689409,0.0200692367175494
SL002706_ENSG00000104921,SL002706,FCER2.3291.30.2,breast_erneg,0.597348915031415,0.0279949743352287,0.550274452837,0.0369758868046841,0.0557507301045031,7.54949633564714e-14,46,47,47,-0.263885000009332,-0.011639335532713,0.791868534347459,0.0454540578457612,0.0877487588345743,8.13916033597087e-10,18,18,18,-0.723517092918378,-0.0289216281311553,0.469362256559102,0.0579544316594705,0.0831993391807042
SL002731_ENSG00000026103,SL002731,NA,breast_erneg,0.648619502187215,0.0309275596684717,0.516584346803275,0.027996753034511,0.0412204492316545,1.74365074709185e-10,17,17,17,0.464405974021721,0.0225849036595308,0.642356910773608,0.0240400425581333,0.0759105314583816,9.91036942238595e-09,5,6,6,NA,NA,NA,NA,NA
SL002823_ENSG00000188404,SL002823,SELL.4831.4.2,breast_erneg,-2.75321319968123,-0.055524891636926,0.0059013451385756,0.160228145862092,0.201214184299188,1.60888092073679e-50,72,73,73,-2.97640828360853,-0.0724753924781837,0.00291646302857454,0.120271634002384,0.208978150617636,3.15098907525901e-23,51,53,53,-2.3388167820686,-0.0515599189240265,0.0193449177999759,0.132633327288817,0.150372606180565
SL003043_ENSG00000100234,SL003043,NA,breast_erneg,0.845858763829896,0.0227964306075197,0.397631538822514,0.0835033793927768,0.114958702991463,6.90256921754506e-28,47,48,48,0.3259915200156,0.0135831992346433,0.744430771037493,0.0332181092591938,0.0709894028539222,3.85323742483827e-08,19,19,19,NA,NA,NA,NA,NA
SL003066_ENSG00000132386,SL003066,SERPINF1.9211.19.3,breast_erneg,-0.136057366080524,0.00871326407460979,0.891775930975275,0.0477041216540225,0.0588212306022441,1.76783216083474e-14,37,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0812251009901743,-0.0032893430413821,0.935262937762495,0.0950586064963818,0.10164259727906
SL003168_ENSG00000213927,SL003168,NA,breast_erneg,-1.1507494784254,-0.0827080472929897,0.249835314713947,0.0110559743699086,0.0165737387955346,5.76451957597059e-05,11,11,11,-0.56784697137701,-0.0417109975726687,0.570138882088598,0.0157088404528712,0.0274089570868036,0.000776230536701445,11,11,11,NA,NA,NA,NA,NA
SL003172_ENSG00000124875,SL003172,NA,breast_erneg,1.73504245737936,0.0374020557193715,0.0827332852560757,0.159718894033735,0.215969792184027,4.42687097639366e-55,15,15,15,1.26756872216563,0.0279621479255907,0.204952007549451,0.171244056035561,0.254500291943371,5.74029806256363e-29,13,13,13,NA,NA,NA,NA,NA
SL003173_ENSG00000163739,SL003173,CXCL1.2985.35.1,breast_erneg,1.58482506731316,0.0379716609781585,0.11300608530958,0.173528092843197,0.179135352767446,2.10996681924984e-44,47,65,65,1.32796429552829,0.0294590687611584,0.184189902393426,0.131648705016373,0.185544314919208,1.00632437348271e-20,20,20,20,1.58448238754989,0.0269669756956521,0.113083986506149,0.220784932165338,0.246671363590254
SL003184_ENSG00000116678,SL003184,LEPR.5400.52.3,breast_erneg,-0.373479700041453,-0.00348537337818893,0.708791451150087,0.534441799516274,0.593124683212686,2.13607971825136e-219,56,58,58,-0.227555708168855,-0.00288562114725581,0.81999165631478,0.4316331459407,0.57391718071152,2.05200023616203e-88,53,54,54,-0.355850141540451,-0.00384891379361428,0.721952796104224,0.516811383768054,0.551642019343569
SL003186_ENSG00000143184,SL003186,NA,breast_erneg,2.43296958042202,0.13610199965622,0.0149755589728,0.0227805136079849,0.0254727228239532,6.30294826639349e-07,30,31,31,1.19428104091654,0.0545483703837449,0.232368051318031,0.0325484874573023,0.0496973062771927,5.32134632504903e-06,21,21,21,NA,NA,NA,NA,NA
SL003187_ENSG00000102962,SL003187,CCL22.3508.78.3,breast_erneg,-1.04660653285125,-0.115737252134543,0.295281087635624,0.0122606559717138,0.0273595067975522,2.32848349610853e-07,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.769694545510649,-0.0481338891625668,0.441481106391235,0.0127428913263628,0.0569224085256761
