GENE,gene_name,gene,Phenotype,ALL_zscore,ALL_effect_size,ALL_P,ALL_var_g,ALL_pred_perf_r2,ALL_pred_perf_pval,ALL_n_snps_used,ALL_n_snps_in_cov,ALL_n_snps_in_model,CAU_zscore,CAU_effect_size,CAU_P,CAU_var_g,CAU_pred_perf_r2,CAU_pred_perf_pval,CAU_n_snps_used,CAU_n_snps_in_cov,CAU_n_snps_in_model,INTERVAL_zscore,INTERVAL_effect_size,INTERVAL_P,INTERVAL_var_g,INTERVAL_pred_perf_r2
SL000515_ENSG00000108700,SL000515,CCL8.2785.15.2,breast_erpos,-0.81355822130649,-0.0141547510414726,0.415898080027386,0.125127576042822,0.15184248570905,1.30903855634633e-37,46,46,46,-0.970317629973649,-0.0161614150391861,0.331888192171785,0.0946322779626754,0.147759769560056,1.40611418120626e-16,47,47,47,-1.51267475183734,-0.0878512118921449,0.130362295949795,0.0103091021733733,0.0148081108470688
SL000516_ENSG00000108688,SL000516,CCL7.4886.3.1,breast_erpos,-0.976635689011705,-0.0119450792676872,0.32874954395266,0.245369465653809,0.22552354575405,1.84249587830855e-57,111,117,117,-0.893497994625628,-0.0109841193811453,0.371590545568545,0.230321900580047,0.24759424627478,8.66264113269941e-29,70,70,70,-0.963930235782834,-0.0177734782077041,0.335080903739615,0.101566406542486,0.13672262881805
SL000519_ENSG00000277632,SL000519,CCL3.3040.59.1,breast_erpos,0.254123098021373,0.00545928238401359,0.799400459335624,0.110764934356382,0.149657815582228,1.06427659331889e-36,33,34,34,0.00596717333839581,-0.000643973271538595,0.995238912776473,0.101793227778679,0.131967726701898,1.40122325781973e-14,27,27,27,0.0856455220353875,0.00179833750425395,0.931748210028644,0.100219133125036,0.133594079951095
SL000521_ENSG00000196611,SL000521,NA,breast_erpos,0.181563842376228,0.00349161736943948,0.855925026743393,0.065731018033784,0.0552922036720134,1.23130899920643e-13,46,46,46,0.227882305896807,0.00223493397376319,0.81973773869219,0.211532024034631,0.105200459205542,1.05496851919108e-11,127,141,141,NA,NA,NA,NA,NA
SL000522_ENSG00000262406,SL000522,MMP12.4496.60.2,breast_erpos,1.4723482991117,0.0215105881270508,0.14092684682015,0.0848095852016886,0.0757659243950177,8.4857406726459e-19,71,77,77,1.66482901109122,0.0436803682308272,0.0959468742357324,0.0330919496389942,0.0659000332119683,1.23732969830799e-07,10,10,10,1.90323919772952,0.0278536485115141,0.057009340584307,0.113651549431903,0.137899863295102
SL000541_ENSG00000122194,SL000541,NA,breast_erpos,1.24312573968044,0.0269231151323986,0.213821502074587,0.0444919917338957,0.0488146463779019,3.59242188220647e-12,58,58,58,1.23606580986476,0.0233752546178338,0.216434102428826,0.0700062996338121,0.073646935200749,2.16519900892715e-08,38,41,41,NA,NA,NA,NA,NA
SL000545_ENSG00000164344,SL000545,NA,breast_erpos,0.735282832186773,0.0135279897518451,0.462167261513005,0.0735979344869937,0.083104583771671,4.37784197962016e-20,44,44,44,0.103223085941959,0.00234448129660371,0.917785917845607,0.0831776247622425,0.126895455309274,7.43250521419944e-14,75,75,75,NA,NA,NA,NA,NA
SL000550_ENSG00000188488,SL000550,NA,breast_erpos,-1.90039312826059,-0.118246978724895,0.0573815480340104,0.0117839806930774,0.012518014750192,0.000492937438163239,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL000560_ENSG00000174175,SL000560,SELP.4154.57.2,breast_erpos,-1.28621833004452,-0.0432726176126852,0.198366875647007,0.0240593788922639,0.0106381229147404,0.00122725608011423,42,46,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.778603118500651,-0.0112016548157042,0.43621354150044,0.149565306969055,0.191565763632192
SL000563_ENSG00000271503,SL000563,NA,breast_erpos,-1.63364795774748,-0.110041584918698,0.102332791743197,0.00914713216600664,0.0142514691098172,0.000204664871377585,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL000572_ENSG00000173432,SL000572,SAA1.4336.2.1,breast_erpos,0.693985761059813,0.00391865429470346,0.487691138560338,0.463637353315123,0.520088488683615,2.00518783269312e-174,92,95,95,1.26766007431014,0.0127705570192227,0.204919368569618,0.319422667314058,0.462464105999474,5.38380775020609e-62,9,9,9,1.33012634488677,0.00931863672866492,0.183476646756668,0.536061318845099,0.55009947744438
SL000573_ENSG00000132703,SL000573,APCS.2474.54.5,breast_erpos,-0.332913009612524,-0.0244409522587867,0.739199948824447,0.00925847748839132,0.0166989792829476,5.30418745839056e-05,28,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.27546813767687,-0.0418331018538979,0.202143594808329,0.0260778381503761,0.0354936023206477
SL000613_ENSG00000122861,SL000613,PLAU.4158.54.2,breast_erpos,1.12620240132519,0.0309847136676573,0.260079857336878,0.0416074719724373,0.0456528572748777,1.88798101685209e-11,19,20,20,-0.145670947022073,-0.00256774441975545,0.884181157593645,0.0590425511005784,0.053545408094641,2.20510979219834e-06,45,45,45,0.481834761983443,0.0216978390272746,0.629923332947755,0.0136033694783446,0.0225741729990809
SL000616_ENSG00000109072,SL000616,VTN.13125.45.3,breast_erpos,-2.85809673854682,-0.0216488989222185,0.0042619043882371,0.463781604042485,0.505986924473192,7.15347005711295e-168,39,39,39,-2.72879109661791,-0.0199770806863673,0.00635669587637155,0.486291875566026,0.568097972895116,5.41669142537522e-87,38,39,39,-2.63020207389765,-0.020414059098087,0.00853341283378418,0.463013426714901,0.516035076450543
SL000622_ENSG00000198734,SL000622,NA,breast_erpos,-3.29734660570527,-0.0537969980190263,0.000976029721800213,0.102989801072151,0.0901210674975738,8.3983889798077e-22,81,84,84,-2.8761363014827,-0.0640309577931783,0.0040257583207336,0.0537324076892122,0.0339937162940395,0.000129762663100569,55,57,57,NA,NA,NA,NA,NA
SL000645_ENSG00000166670,SL000645,MMP10.8479.4.3,breast_erpos,-1.7675491943981,-0.0357341529138983,0.0771362979357807,0.0671446868902276,0.0259421922176271,4.88861130594105e-07,94,96,96,-0.285309381097529,-0.00960664924828975,0.775407126342665,0.0254297346238619,0.0455305756599198,1.35100449832013e-05,29,29,29,-0.303449357747338,-0.00660571905070351,0.76154743566761,0.0385060001077054,0.0676256343974418
SL000668_ENSG00000135218,SL000668,NA,breast_erpos,-0.627486079966526,-0.057664755027135,0.530340657943993,0.0425192206264535,0.0312690460093258,3.02445307932261e-08,87,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL000678_ENSG00000115523,SL000678,GNLY.3195.50.2,breast_erpos,0.718804036276366,0.00877262475128637,0.472261670390095,0.234080419597492,0.279670371930222,1.24314049754695e-74,62,62,62,0.109465511266599,0.0013213060504909,0.912833275368892,0.129817438687664,0.220183891477872,7.44210835365635e-25,23,23,23,0.231607467588658,0.00277641281666674,0.816842906915017,0.201576650585444,0.238686046788954
SL001728_ENSG00000134853,SL001728,NA,breast_erpos,-0.407797632457704,-0.0197466613041591,0.683422251923156,0.0120969194982244,0.0148053327360585,0.000153840337569109,17,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL001777_ENSG00000101439,SL001777,NA,breast_erpos,0.449905496951265,0.012819194036796,0.652778583818879,0.0806918632329909,0.059307670762438,1.44578676023433e-14,81,96,96,0.185390958430047,0.00252995898666817,0.852922399628634,0.065964875599124,0.04567729191932,1.18113082986299e-05,57,62,62,NA,NA,NA,NA,NA
SL001943_ENSG00000160712,SL001943,IL6R.4139.71.2,breast_erpos,-1.26365984818281,-0.00843115549799258,0.206352142492181,0.592905748172326,0.626023710310991,5.12299786463649e-243,64,66,66,-1.34812338683599,-0.00867206091971972,0.177618700596563,0.660912702249929,0.70991484933727,1.19365233678655e-134,49,52,52,-1.48921721397788,-0.0103197525063043,0.136430179288722,0.579574491183586,0.633127508484198
SL001990_ENSG00000136689,SL001990,IL1RN.5353.89.2,breast_erpos,1.46310415207997,0.0382277260996786,0.14343888191229,0.0373556116799455,0.0638243329309875,1.17612081733509e-15,16,16,16,0.596498927630369,0.0213779563495688,0.550841970044865,0.0198470797054623,0.0129429929473691,0.021686152738415,18,19,19,0.558805540318826,0.0282425243489993,0.57629444093859,0.0111587258812723,0.0178812561095248
SL001997_ENSG00000115594,SL001997,NA,breast_erpos,1.02434597763752,0.0379901741110354,0.305671888559597,0.0178984144481693,0.0483698227628982,3.94757424669716e-12,29,32,32,0.693513279593941,0.0411970607748821,0.487987495013819,0.00838046744705278,0.0269594537064592,0.000882400456685819,23,26,26,NA,NA,NA,NA,NA
SL002086_ENSG00000142748,SL002086,NA,breast_erpos,-2.74106314490166,-0.0774208992864407,0.00612407369725146,0.0497004051318738,0.028498895973071,1.27656909784653e-07,55,56,56,-0.722330788345703,-0.0227717825422014,0.470091128068585,0.0332493676880616,0.0303724838454586,0.000386682791991279,26,27,27,NA,NA,NA,NA,NA
SL002508_ENSG00000137496,SL002508,NA,breast_erpos,2.31322089455011,0.523991495422485,0.0207104973405653,0.000798822109216179,0.0822913626754175,3.20133771505802e-20,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL002525_ENSG00000166278,SL002525,NA,breast_erpos,-1.45473020640189,-0.0248653710527042,0.145743966693159,0.112200765994912,0.0533398990377799,2.35635448721855e-13,151,171,171,-1.78398268891944,-0.0306939768287247,0.0744264781350693,0.0923486107546271,0.102741760782397,1.26622038429721e-11,75,82,82,NA,NA,NA,NA,NA
SL002528_ENSG00000188257,SL002528,PLA2G2A.2692.74.2,breast_erpos,1.09594859420485,0.0135839742047438,0.273101271423825,0.15182033757581,0.215786713782618,5.76172942622573e-55,27,27,27,1.30650613950447,0.0153217154368293,0.191380492548822,0.189478733463792,0.272934606533461,2.30565880040177e-31,49,49,49,1.12706734824822,0.0112824740911385,0.259714007221173,0.306196002983529,0.347197946796082
SL002662_ENSG00000088926,SL002662,NA,breast_erpos,-0.268631032754844,-0.00687175814578177,0.788213629105383,0.0972790492263266,0.111913266433811,3.61782466084395e-27,61,63,63,-0.483180716577649,-0.00959972107027493,0.628967426064385,0.056160106742656,0.120745026032298,2.42220990914304e-13,11,14,14,NA,NA,NA,NA,NA
SL002704_ENSG00000105894,SL002704,PTN.3045.72.2,breast_erpos,-0.396521277824564,-0.0149063902311133,0.691720514090176,0.0159318725231343,0.0351804831567566,4.07177858082048e-09,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.639847739598298,-0.0323913409789421,0.522271592430348,0.013488387689409,0.0200692367175494
SL002706_ENSG00000104921,SL002706,FCER2.3291.30.2,breast_erpos,-0.537936844391817,-0.0141697835144879,0.590620650690822,0.0369758868046841,0.0557507301045031,7.54949633564714e-14,46,47,47,-0.620831333108991,-0.0161447530288838,0.534710604978089,0.0454540578457612,0.0877487588345743,8.13916033597087e-10,18,18,18,-0.863102756326076,-0.0215333583255368,0.388080972621271,0.0579544316594705,0.0831993391807042
SL002731_ENSG00000026103,SL002731,NA,breast_erpos,0.388012835514078,0.0108254648856961,0.698006534949909,0.027996753034511,0.0412204492316545,1.74365074709185e-10,17,17,17,0.510739164640311,0.0160374490599844,0.609533712696404,0.0240400425581333,0.0759105314583816,9.91036942238595e-09,5,6,6,NA,NA,NA,NA,NA
SL002823_ENSG00000188404,SL002823,SELL.4831.4.2,breast_erpos,-1.64541104626347,-0.023198591479389,0.0998850731052964,0.160228145862092,0.201214184299188,1.60888092073679e-50,72,73,73,-0.870592109906515,-0.0142812081438213,0.383976906087314,0.120271634002384,0.208978150617636,3.15098907525901e-23,51,53,53,-2.16448797688195,-0.0315776477352273,0.0304269183492096,0.132633327288817,0.150372606180565
SL003043_ENSG00000100234,SL003043,NA,breast_erpos,1.12074253496692,0.0196717718300559,0.262397471069055,0.0835033793927768,0.114958702991463,6.90256921754506e-28,47,48,48,0.728414414607393,0.020365553526014,0.466359942037276,0.0332181092591938,0.0709894028539222,3.85323742483827e-08,19,19,19,NA,NA,NA,NA,NA
SL003066_ENSG00000132386,SL003066,SERPINF1.9211.19.3,breast_erpos,1.94702168291598,0.0557932262065791,0.0515321352002004,0.0477041216540225,0.0588212306022441,1.76783216083474e-14,37,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37196124191104,0.041495697473249,0.0176939466747161,0.0950586064963818,0.10164259727906
SL003168_ENSG00000213927,SL003168,NA,breast_erpos,-0.70396601073651,-0.0405318078564278,0.481453940903981,0.0110559743699086,0.0165737387955346,5.76451957597059e-05,11,11,11,-0.676025875523844,-0.0296230714926175,0.499024216692336,0.0157088404528712,0.0274089570868036,0.000776230536701445,11,11,11,NA,NA,NA,NA,NA
SL003172_ENSG00000124875,SL003172,NA,breast_erpos,2.05445610105856,0.0276065716471395,0.0399315680283943,0.159718894033735,0.215969792184027,4.42687097639366e-55,15,15,15,2.27030906424109,0.0314752814762086,0.0231888374820278,0.171244056035561,0.254500291943371,5.74029806256363e-29,13,13,13,NA,NA,NA,NA,NA
SL003173_ENSG00000163739,SL003173,CXCL1.2985.35.1,breast_erpos,1.55126618494225,0.0256222415902047,0.120837906933059,0.173528092843197,0.179135352767446,2.10996681924984e-44,47,65,65,0.953074330002976,0.0142392247491621,0.340552411271869,0.131648705016373,0.185544314919208,1.00632437348271e-20,20,20,20,1.47812622099769,0.0169196997424272,0.139373996932885,0.220784932165338,0.246671363590254
SL003184_ENSG00000116678,SL003184,LEPR.5400.52.3,breast_erpos,-0.0422993057710319,-0.000340989921921142,0.96626009870691,0.534441799516274,0.593124683212686,2.13607971825136e-219,56,58,58,-0.344795061048098,-0.00283763397733409,0.730248446368685,0.4316331459407,0.57391718071152,2.05200023616203e-88,53,54,54,-0.200798111066029,-0.00141658758213427,0.840856440000073,0.516811383768054,0.551642019343569
SL003186_ENSG00000143184,SL003186,NA,breast_erpos,1.0392852672087,0.0448798641427885,0.298672084651465,0.0227805136079849,0.0254727228239532,6.30294826639349e-07,30,31,31,0.419753864504758,0.0132552649217193,0.674665271206651,0.0325484874573023,0.0496973062771927,5.32134632504903e-06,21,21,21,NA,NA,NA,NA,NA
SL003187_ENSG00000102962,SL003187,CCL22.3508.78.3,breast_erpos,-0.0906121746835626,-0.012517869127283,0.927800757733182,0.0122606559717138,0.0273595067975522,2.32848349610853e-07,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.817796056576094,-0.0411132512995657,0.413473650164469,0.0127428913263628,0.0569224085256761
SL003190_ENSG00000275718,SL003190,CCL15.3509.1.1,breast_erpos,-0.121150582931784,4.47551762468383e-05,0.903571764816074,0.303705262063345,0.351444869664368,1.62678841013658e-99,72,88,88,0.846647173908333,0.0112282078998732,0.397191811437691,0.201774538138085,0.164819405312127,2.54589824608417e-18,94,94,94,-0.328115812531002,-0.00329656902555609,0.742824098582399,0.278368648886007,0.319331961363409
SL003196_ENSG00000102970,SL003196,CCL17.3519.3.2,breast_erpos,-0.644922851364896,-0.0213698026335728,0.518977182305109,0.0254666832250882,0.0285228876354685,1.19462064483133e-07,46,47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58109550252048,0.0574061566806411,0.113856202929679,0.0221054174067769,0.0398737715935699
SL003197_ENSG00000131142,SL003197,CCL25.2705.5.2,breast_erpos,1.10841775034999,0.0244149747522744,0.267681442490199,0.0560453539180353,0.0649848810000758,6.2692799977449e-16,38,38,38,1.31180670890266,0.02213840364037,0.189585360722711,0.109607882725649,0.108028147182406,2.6179922498072e-12,76,76,76,0.606858296043969,0.00975340325252802,0.543944956559717,0.12672802155671,0.168178394912756
SL003198_ENSG00000041982,SL003198,TNC.4155.3.2,breast_erpos,0.037024305167651,-0.00022150970159702,0.970465626302223,0.231823926285982,0.267283849032779,1.3091949259065e-70,71,74,74,0.288413770789904,0.00308782825734614,0.773030027818115,0.185744609285137,0.295253791811583,1.42949932413349e-34,22,22,22,-0.10766588391054,-0.00114516421345012,0.914260732851673,0.187232834866491,0.226416909116307
SL003199_ENSG00000066056,SL003199,TIE1.2844.53.2,breast_erpos,-1.64058285433093,-0.0519332411942283,0.100884036508119,0.037965195676234,0.0289290433216955,1.07393327541064e-07,50,50,50,-1.52261881812802,-0.0509600032023895,0.127854098981841,0.0238110113114369,0.0327805260417205,0.000200948566475569,17,17,17,-2.00359844590167,-0.0812092928381068,0.0451130924756228,0.0187948437764986,0.0285511027788975
SL003200_ENSG00000120156,SL003200,TEK.3773.15.4,breast_erpos,-0.309631624601727,-0.0108268788305283,0.756841104414998,0.0262244400173807,0.056403731318548,6.10415829454755e-14,14,14,14,0.768942402638317,0.021325047715746,0.441927503741903,0.0382965349865669,0.0782320650543648,8.00850708595267e-09,22,22,22,-0.350585561495675,-0.0149058366537039,0.72589929010538,0.0167746587598991,0.0326988567708017
SL003201_ENSG00000128052,SL003201,KDR.3651.50.5,breast_erpos,0.95544495838683,0.0365562486049803,0.339352727554704,0.015680434228791,0.0195375740884315,1.25385524036737e-05,18,18,18,0.728722878129631,0.0212784315121079,0.466171195299765,0.0265361174673143,0.046262730776378,8.2122739463819e-06,18,19,19,-0.207077029081999,-0.00537088684257174,0.835949701414463,0.0891678306652965,0.125115227133671
SL003300_ENSG00000275152,SL003300,CCL16.4913.78.1,breast_erpos,0.631484864540805,0.00668793954543296,0.527723542531278,0.226108932671975,0.223542686387703,5.1844277150281e-57,101,105,105,0.909708720529544,0.00957597887095642,0.362976143968538,0.188974841175487,0.236374119314211,1.74084820737406e-26,60,60,60,1.55472346932273,0.0153685188239252,0.120011942607922,0.349053983484039,0.40253110714121
SL003301_ENSG00000274736,SL003301,CCL23.3028.36.2,breast_erpos,-0.105126301012654,-0.00349910984758824,0.916275589743677,0.0587489462832209,0.0713925089282824,2.25203075696903e-17,46,47,47,0.950387384280826,0.0172284711605539,0.341915451867172,0.0949434670672611,0.034418133072652,0.000163995512019216,82,85,85,-0.965719182534964,-0.0129370335611311,0.334184718083083,0.156205511982951,0.190712050538429
SL003302_ENSG00000274736,SL003302,CCL23.2913.1.2,breast_erpos,0.709143067312126,0.00897696142859441,0.478235699392531,0.132139758943093,0.1607425720782,1.27313588761123e-39,43,44,44,1.24557522465459,0.018372029144208,0.212920382654963,0.125893870837165,0.148994512153474,1.40480557910177e-16,43,43,43,-0.208254215027823,-0.00256005908559224,0.835030478950854,0.187058951881078,0.224960518424502
SL003309_ENSG00000129988,SL003309,NA,breast_erpos,-0.689033161556387,0.000497355692314459,0.490802399333869,0.185126666194413,0.0924414450595173,2.00116920205533e-22,144,153,153,-1.21159712294134,-0.0143940181433711,0.22566663642822,0.171423210357469,0.228317275392898,1.00699643480839e-25,16,18,18,NA,NA,NA,NA,NA
SL003310_ENSG00000112715,SL003310,NA,breast_erpos,0.597697715070731,0.0255150138415915,0.550041650351386,0.0184800901609264,0.0386891015477984,6.14014091367838e-10,10,10,10,0.311350510194886,0.00969978211638126,0.755534172481925,0.0413051427899802,0.0411726858509524,3.53678588996624e-05,31,31,31,NA,NA,NA,NA,NA
SL003323_ENSG00000275385,SL003323,NA,breast_erpos,0.182189705655691,0.00249864901232967,0.855433851490353,0.156816984540923,0.224966026113341,2.83408404081142e-57,32,44,44,-0.135214768180192,-0.00241338126505962,0.892442071005887,0.147937900361654,0.255791569907923,2.63013332220654e-29,28,28,28,NA,NA,NA,NA,NA
SL003324_ENSG00000126218,SL003324,F10.3077.66.2,breast_erpos,0.301371038257122,0.0102260452081716,0.763131576422209,0.0175662291119462,0.0296747802171744,6.26193672039752e-08,18,18,18,-0.915747656970193,-0.0202484948614325,0.359799262863623,0.0699461837825716,0.04762535513009,8.01969695116771e-06,61,61,61,0.311155618182106,0.0104818661527393,0.755682320965096,0.0294438418534874,0.0395566749268154
SL003328_ENSG00000205403,SL003328,CFI.2567.5.6,breast_erpos,-0.848796132029889,-0.00342997935132493,0.395994742852122,0.0795605812084473,0.0774524093565507,4.48584627683616e-19,80,96,96,-2.00772297641956,-0.0616066226685271,0.0446727376498269,0.029692275110722,0.0134075321609611,0.0193226327743597,33,33,33,-0.7187457829056,-0.0213296667429944,0.47229756876115,0.0328824421389079,0.0513348664736276
SL003329_ENSG00000276409,SL003329,CCL14.2900.53.3,breast_erpos,-0.966059608944997,-0.0171780363043853,0.334014354229743,0.0949741791163708,0.11945631867893,2.5518458243092e-29,33,33,33,-1.4106006686141,-0.0412735489655067,0.158362394373419,0.0308520800638851,0.0553324880726777,1.35433363888944e-06,16,16,16,-1.57787301225303,-0.0244968522274128,0.114594786124252,0.132788132636595,0.163333547594973
SL003340_ENSG00000133048,SL003340,CHI3L1.11104.13.3,breast_erpos,-1.30800138491542,-0.0107011461116463,0.190872839550084,0.413763531830663,0.478226184253089,1.84603829953256e-153,65,73,73,-1.50532952006368,-0.0119598420180585,0.132239379294063,0.444451995566219,0.558783429558647,7.37567945934207e-85,30,30,30,-1.66673779814097,-0.011355135865826,0.0955665534733965,0.570998062487463,0.616945736168177
SL003362_ENSG00000125730,SL003362,NA,breast_erpos,-0.537775233853643,-0.0194222552014791,0.590732231987411,0.0258967432316045,0.0242354244273589,1.11978138599992e-06,33,33,33,0.480053285843203,0.0227493220656926,0.63118950381588,0.0165092243504079,0.0506051567731107,4.26586996223272e-06,25,26,26,NA,NA,NA,NA,NA
SL003672_ENSG00000109610,SL003672,SOD3.8463.2.3,breast_erpos,-0.184022629692273,-0.0113147279401295,0.85399570215447,0.0126270182617146,0.0198988330235158,1.03344509938548e-05,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4532779839203,0.0335677077394323,0.146146587502302,0.0646613277563865,0.102030827673689
SL003679_ENSG00000197081,SL003679,IGF2R.3676.15.3,breast_erpos,-0.0129027017462422,0.000924923712582358,0.989705419124632,0.209446876687964,0.246281100314661,1.31746295415259e-63,50,54,54,-1.08866826472398,-0.0113408155115169,0.276300201302284,0.214333191517533,0.237236280674031,1.12369095799481e-26,81,85,85,-0.354721375226076,-0.0030200193252227,0.722798335848469,0.314898730919924,0.358602097697038
SL003680_ENSG00000204305,SL003680,AGER.4125.52.2,breast_erpos,-0.0790168226588524,-0.00315700263366569,0.937019242353624,0.0119222905397825,0.0166701673918972,5.82377302463211e-05,24,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483194882273575,0.01344563487508,0.628957368785046,0.0386360553204252,0.0546149814510435
SL003744_ENSG00000131981,SL003744,NA,breast_erpos,0.0443264490182737,-0.00418542249757973,0.96464418912243,0.0513619613154712,0.0614939382408319,4.46334477113374e-15,61,69,69,0.420160396912064,0.0109639864388306,0.674368283634165,0.0441710059397174,0.0514203720237452,3.63113239173585e-06,55,55,55,NA,NA,NA,NA,NA
SL003764_ENSG00000149294,SL003764,NCAM1.4498.62.2,breast_erpos,0.692913507511078,0.0174327346581012,0.488363832366694,0.0412794744745101,0.0473731743288457,7.53398656502303e-12,51,60,60,0.60375596334523,0.0189075069016758,0.546005901001495,0.0254630405857909,0.0276722642292883,0.000660166884396127,37,37,37,1.2307293769042,0.0379578825553751,0.218424096976852,0.0287898895100995,0.0483703779863702
SL003770_ENSG00000104332,SL003770,SFRP1.3221.54.1,breast_erpos,-1.44547338658146,-0.0730130109883894,0.148324963109775,0.0113985515943687,0.019286439940198,1.43023861335258e-05,18,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.106049460007859,-0.00252989337950007,0.915543109997079,0.0124348623672765,0.0241439304836952
SL003872_ENSG00000134352,SL003872,IL6ST.2620.4.2,breast_erpos,-0.510092800239739,-0.015751552016103,0.609986448992987,0.0270864985792702,0.0613165750359961,4.8764113007104e-15,8,8,8,0.089656952155494,0.00273008943822351,0.928559825317179,0.0262760432083928,0.0543845935370839,1.01921781646179e-06,13,13,13,-0.976661146344704,-0.0404044202714559,0.32873693645844,0.0166197569108526,0.0273331920213543
SL004015_ENSG00000080618,SL004015,NA,breast_erpos,-1.40610688645345,-0.0125707145409337,0.159692387790585,0.348425929819325,0.367089646906854,2.21583462370406e-105,124,137,137,-0.842150471274115,-0.00840015257206835,0.399703733193607,0.273930859934402,0.384585131803303,4.24325646458158e-49,23,24,24,NA,NA,NA,NA,NA
SL004078_ENSG00000101144,SL004078,NA,breast_erpos,-0.775393928694434,-0.0547873354918745,0.438106921578616,0.0176912806723999,0.0133152381007557,0.000314423464546511,31,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL004137_ENSG00000146904,SL004137,EPHA1.3431.54.2,breast_erpos,-1.14321629664534,-0.0134186735286387,0.252948797669953,0.2158452499291,0.249269246999289,1.98493863638429e-65,39,41,41,-1.56652539467746,-0.0249709131737068,0.117225668234323,0.167399014451978,0.155508056354954,2.98030115985305e-17,49,49,49,-1.09784398370963,-0.0196932336396448,0.272272621661939,0.0887271945290057,0.105221208697107
SL004143_ENSG00000168546,SL004143,GFRA2.2515.14.3,breast_erpos,1.05655120108405,0.0266185498843267,0.290716461657406,0.0430063475679496,0.0455174912146176,1.76109471121871e-11,47,48,48,0.69254245138013,0.0149721935607637,0.488596736276709,0.0492175483650991,0.0630705479708246,2.55892345605914e-07,23,23,23,0.485500424381234,0.0101160459447098,0.62732141172701,0.0725775387235874,0.093728930521872
SL004146_ENSG00000115602,SL004146,IL1RL1.4234.8.2,breast_erpos,0.29076850826182,0.00226906957451044,0.771228371954949,0.248422712724006,0.28353203954259,1.9283695895969e-75,58,62,62,0.304083416857543,0.00342501017526161,0.761064340433168,0.234302270202275,0.318032650584557,3.09133877292825e-38,29,30,30,0.657530007947251,0.00544706734784271,0.510840182501953,0.388079648210488,0.433361508251247
SL004147_ENSG00000243646,SL004147,NA,breast_erpos,-0.0728226999355709,-0.00203979338871977,0.941947206976804,0.035339432173158,0.0644220095038819,6.52292430506592e-16,9,9,9,-0.633509856594166,-0.0131182240102469,0.526400746283466,0.0656538263114871,0.0927783253482886,2.48182150367091e-10,38,38,38,NA,NA,NA,NA,NA
SL004151_ENSG00000134470,SL004151,IL15RA.3445.53.2,breast_erpos,-1.50093668186206,-0.0309617776500445,0.133371939380847,0.0763955000543265,0.0808568572420387,1.13852012212497e-19,65,68,68,-0.509973578555398,-0.0131915589653383,0.61006997235468,0.0417678503465617,0.0691612495857308,5.6887984271013e-08,14,14,14,-1.0220904719262,-0.0336704244577019,0.306738082348129,0.0246853340396452,0.0402267753101816
SL004152_ENSG00000115604,SL004152,IL18R1.3446.7.2,breast_erpos,0.18195816606054,0.00135273899065995,0.855615556415763,0.223889042079749,0.26155040428248,1.11929662648327e-68,66,69,69,-0.28754043985827,-0.00296447621544411,0.773698542106198,0.26649999281722,0.339043118724932,1.11951619809016e-40,42,43,43,-0.364834070004328,-0.0040033330284009,0.7152352712645,0.225760131032981,0.301940647625496
SL004155_ENSG00000113721,SL004155,PDGFRB.3459.49.2,breast_erpos,-1.67404409742141,-0.0117948749239722,0.0941219331122785,0.65118047469551,0.691508799911685,5.78785666583181e-299,68,81,81,-1.67940401739594,-0.0121748044002609,0.0930733308714184,0.61320944002083,0.724285989553758,4.34784164190127e-142,27,28,28,-1.63484796880741,-0.016875091081024,0.102080922117015,0.290898837300741,0.34774899159949
SL004209_ENSG00000182718,SL004209,NA,breast_erpos,0.388551940408334,0.00914098877110088,0.697607624405748,0.0485352958103795,0.0982264680906986,6.63951946743719e-24,17,18,18,0.0309278057047511,0.000319944732385668,0.975327114780412,0.0359601815869846,0.116848643790543,8.07541319332037e-13,13,15,15,NA,NA,NA,NA,NA
